promotion_id,merchant_id,promotion_type,start_date,end_date,promo_spend,promotion_return,promotion_roi
P0000325,M00237,Percentage Off,2026-04-21,2026-04-26,55.35,172.17,2.1107
P0000326,M00239,Free Delivery,2026-02-04,2026-02-13,184.34,235.3,0.2765
P0000327,M00239,Percentage Off,2026-02-05,2026-02-12,61.45,107.49,0.7494
P0000328,M00240,BOGO,2026-04-03,2026-04-13,165.23,284.43,0.7214
P0000329,M00242,BOGO,2026-02-25,2026-03-09,172.87,313.94,0.8161
P0000330,M00245,BOGO,2026-05-19,2026-05-31,154.96,410.55,1.6494
P0000331,M00247,Percentage Off,2026-05-15,2026-05-21,23.43,67.61,1.8857
P0000332,M00249,Free Delivery,2026-02-01,2026-02-08,105.88,260.42,1.4597
P0000334,M00249,Percentage Off,2026-02-19,2026-03-02,64.12,124.94,0.9487
P0000333,M00249,BOGO,2026-05-14,2026-05-23,22.93,51.88,1.2623
P0000335,M00251,Sponsored Listing,2026-04-17,2026-04-28,68.08,203.06,1.9827
P0000336,M00252,Free Delivery,2026-02-15,2026-03-01,89.5,219.82,1.4561
P0000337,M00252,Percentage Off,2026-03-17,2026-03-24,93.87,232.11,1.4726
P0000338,M00252,Free Delivery,2026-04-29,2026-05-06,85.5,181.51,1.1229
P0000339,M00255,Percentage Off,2026-02-25,2026-03-05,54.82,113.14,1.0638
P0000340,M00256,Percentage Off,2026-02-01,2026-02-11,63.52,120.98,0.9044
P0000341,M00257,BOGO,2026-04-08,2026-04-17,93.67,175.46,0.8732
P0000342,M00258,BOGO,2026-03-30,2026-04-12,58.3,141.85,1.4332
P0000343,M00258,Sponsored Listing,2026-04-28,2026-05-07,75.48,93.62,0.2403
P0000344,M00260,Free Delivery,2026-02-28,2026-03-11,202.37,402.34,0.9882
P0000345,M00260,Percentage Off,2026-03-22,2026-03-30,178.25,309.12,0.7341
P0000347,M00262,Free Delivery,2026-02-04,2026-02-08,84.26,101.28,0.2019
P0000346,M00262,BOGO,2026-03-14,2026-03-23,110.6,241.66,1.185
P0000348,M00262,Sponsored Listing,2026-04-01,2026-04-14,128.51,303.85,1.3645
P0000349,M00262,BOGO,2026-04-23,2026-04-27,59.31,145.45,1.4523
P0000350,M00263,Percentage Off,2026-03-18,2026-03-30,44.93,91.15,1.0285
P0000351,M00264,Sponsored Listing,2026-02-25,2026-03-02,39.08,68.72,0.7584
P0000353,M00264,Percentage Off,2026-04-09,2026-04-19,110.67,310.1,1.802
P0000354,M00264,BOGO,2026-04-12,2026-04-18,197.36,425.19,1.1545
P0000355,M00264,BOGO,2026-04-16,2026-04-26,135.37,404.58,1.9888
P0000352,M00264,Percentage Off,2026-05-16,2026-05-27,184.73,398.06,1.1548
P0000356,M00266,Sponsored Listing,2026-02-01,2026-02-15,136.2,215.09,0.5793
P0000357,M00266,Percentage Off,2026-03-02,2026-03-13,121.32,293.95,1.4229
P0000358,M00266,BOGO,2026-04-03,2026-04-12,45.6,139.75,2.0648
P0000359,M00267,Free Delivery,2026-02-11,2026-02-16,94.58,191.03,1.0198
P0000360,M00267,Percentage Off,2026-03-16,2026-03-26,35.44,48.36,0.3643
P0000361,M00268,Percentage Off,2026-04-08,2026-04-17,31.43,61.93,0.9708
P0000364,M00270,Sponsored Listing,2026-02-13,2026-02-24,67.61,190.44,1.8169
P0000363,M00270,Free Delivery,2026-03-15,2026-03-25,124.2,245.76,0.9787
P0000362,M00270,Free Delivery,2026-04-09,2026-04-14,51.55,94.21,0.8275
P0000365,M00271,Percentage Off,2026-05-14,2026-05-21,59.51,81.0,0.3612
P0000367,M00273,Free Delivery,2026-02-27,2026-03-09,87.05,162.28,0.8642
P0000366,M00273,Percentage Off,2026-04-14,2026-04-26,94.55,220.01,1.3268
P0000368,M00274,Sponsored Listing,2026-02-13,2026-02-26,22.53,33.63,0.4923
P0000369,M00275,Sponsored Listing,2026-05-03,2026-05-09,91.48,215.57,1.3566
P0000370,M00276,Free Delivery,2026-04-21,2026-05-02,107.21,113.39,0.0576
P0000371,M00278,BOGO,2026-05-12,2026-05-19,56.77,131.66,1.3192
P0000372,M00280,Free Delivery,2026-02-09,2026-02-16,115.33,286.91,1.4878
P0000373,M00281,BOGO,2026-03-12,2026-03-17,586.7,781.98,0.3328
P0000376,M00282,Sponsored Listing,2026-02-01,2026-02-14,95.79,257.56,1.6887
P0000374,M00282,Percentage Off,2026-03-23,2026-03-27,121.29,241.27,0.9893
P0000375,M00282,BOGO,2026-04-12,2026-04-19,121.6,222.4,0.8289
P0000377,M00285,Free Delivery,2026-05-06,2026-05-18,103.12,203.52,0.9736
P0000378,M00286,Percentage Off,2026-02-12,2026-02-22,49.67,141.11,1.8413
P0000379,M00287,BOGO,2026-02-05,2026-02-14,48.27,105.25,1.1804
P0000380,M00287,Percentage Off,2026-05-10,2026-05-18,202.05,379.91,0.8802
P0000383,M00288,Free Delivery,2026-04-23,2026-05-07,49.93,74.71,0.4961
P0000381,M00288,Free Delivery,2026-05-01,2026-05-13,82.65,141.89,0.7169
P0000382,M00288,Percentage Off,2026-05-02,2026-05-08,146.53,378.28,1.5817
P0000384,M00291,Percentage Off,2026-02-06,2026-02-13,50.41,77.76,0.5425
P0000385,M00292,BOGO,2026-04-13,2026-04-18,183.73,378.98,1.0627
P0000386,M00293,Percentage Off,2026-03-31,2026-04-14,60.66,142.43,1.348
P0000387,M00294,Sponsored Listing,2026-02-21,2026-02-27,114.11,259.14,1.2709
P0000388,M00294,Free Delivery,2026-04-18,2026-04-26,217.18,703.08,2.2374
P0000390,M00296,Free Delivery,2026-04-27,2026-05-08,156.17,290.12,0.8577
P0000389,M00296,Free Delivery,2026-05-10,2026-05-23,28.73,67.43,1.3468
P0000392,M00299,Sponsored Listing,2026-02-01,2026-02-11,46.05,75.37,0.6365
P0000395,M00299,Sponsored Listing,2026-02-02,2026-02-15,145.09,321.34,1.2148
P0000394,M00299,Free Delivery,2026-02-19,2026-02-23,218.39,359.66,0.6469
P0000391,M00299,Percentage Off,2026-02-27,2026-03-08,58.05,160.78,1.7697
P0000393,M00299,Free Delivery,2026-04-11,2026-04-23,125.49,202.94,0.6171
P0000397,M00300,Sponsored Listing,2026-02-05,2026-02-11,121.07,229.2,0.8931
P0000398,M00300,Sponsored Listing,2026-03-02,2026-03-14,348.06,788.95,1.2667
P0000396,M00300,Sponsored Listing,2026-04-28,2026-05-12,23.32,31.56,0.3533
P0000402,M00301,Sponsored Listing,2026-02-15,2026-02-20,151.07,289.57,0.9168
P0000399,M00301,BOGO,2026-02-28,2026-03-05,85.67,171.97,1.0073
P0000400,M00301,Percentage Off,2026-04-19,2026-04-29,52.29,192.31,2.6777
P0000401,M00301,BOGO,2026-04-20,2026-04-30,325.18,830.49,1.5539
P0000404,M00302,BOGO,2026-02-23,2026-03-01,53.48,99.31,0.8568
P0000403,M00302,BOGO,2026-03-28,2026-04-06,69.97,156.48,1.2365
P0000405,M00303,BOGO,2026-02-05,2026-02-15,27.41,67.3,1.4556
P0000408,M00304,BOGO,2026-02-27,2026-03-03,134.0,318.12,1.3741
P0000406,M00304,Percentage Off,2026-03-12,2026-03-23,54.24,85.51,0.5766
P0000407,M00304,Sponsored Listing,2026-03-30,2026-04-11,80.43,181.07,1.2514
P0000409,M00304,Percentage Off,2026-05-15,2026-05-26,56.26,117.42,1.087
P0000410,M00305,Sponsored Listing,2026-02-03,2026-02-14,43.24,67.44,0.5597
P0000412,M00305,Percentage Off,2026-03-19,2026-03-24,54.79,116.29,1.1225
P0000411,M00305,Percentage Off,2026-04-12,2026-04-22,57.65,138.98,1.4108
P0000413,M00307,BOGO,2026-04-24,2026-04-29,140.66,303.21,1.1556
P0000415,M00308,Free Delivery,2026-02-01,2026-02-05,53.35,131.68,1.4685
P0000414,M00308,Percentage Off,2026-04-02,2026-04-10,90.03,177.23,0.9687
P0000416,M00309,Free Delivery,2026-03-04,2026-03-13,31.21,83.5,1.6754
P0000417,M00310,Percentage Off,2026-04-27,2026-05-01,29.57,64.95,1.1966
P0000418,M00311,Free Delivery,2026-02-19,2026-03-05,38.7,75.2,0.9433
P0000419,M00311,Free Delivery,2026-03-09,2026-03-15,106.96,197.69,0.8482
P0000420,M00316,Percentage Off,2026-02-02,2026-02-07,86.97,200.78,1.3086
P0000421,M00316,Sponsored Listing,2026-05-19,2026-05-31,222.38,492.04,1.2126
P0000422,M00318,Free Delivery,2026-05-03,2026-05-13,61.9,117.27,0.8945
P0000423,M00320,Sponsored Listing,2026-03-28,2026-04-07,50.84,79.03,0.5545
P0000425,M00321,BOGO,2026-03-01,2026-03-10,77.09,44.01,-0.4291
P0000424,M00321,BOGO,2026-05-02,2026-05-13,61.4,111.26,0.8122
P0000426,M00322,Free Delivery,2026-03-05,2026-03-11,50.61,141.86,1.8028
P0000427,M00323,Free Delivery,2026-04-26,2026-05-07,77.49,220.8,1.8496
P0000428,M00324,Percentage Off,2026-02-09,2026-02-17,87.05,147.56,0.6951
P0000429,M00324,Percentage Off,2026-02-18,2026-02-27,47.71,143.11,1.9998
P0000430,M00326,Percentage Off,2026-02-19,2026-03-04,76.58,197.76,1.5824
P0000431,M00328,Free Delivery,2026-03-12,2026-03-18,71.02,108.62,0.5293
P0000432,M00329,BOGO,2026-03-09,2026-03-16,48.4,133.74,1.7632
P0000433,M00329,Percentage Off,2026-03-30,2026-04-04,23.84,77.33,2.2432
P0000434,M00330,Free Delivery,2026-02-03,2026-02-08,58.59,82.29,0.4044
P0000435,M00331,Free Delivery,2026-05-18,2026-05-31,89.84,139.63,0.5543
P0000436,M00332,BOGO,2026-03-07,2026-03-17,85.83,144.26,0.6808
P0000437,M00333,Percentage Off,2026-02-06,2026-02-16,156.74,397.76,1.5378
P0000439,M00334,Free Delivery,2026-03-17,2026-03-29,80.14,145.42,0.8145
P0000438,M00334,Percentage Off,2026-04-26,2026-05-01,112.15,237.53,1.118
P0000443,M00335,BOGO,2026-03-12,2026-03-16,51.06,116.48,1.2813
P0000440,M00335,Free Delivery,2026-03-15,2026-03-26,208.84,354.18,0.6959
P0000442,M00335,Percentage Off,2026-03-23,2026-03-30,107.86,173.48,0.6084
P0000441,M00335,Sponsored Listing,2026-05-08,2026-05-18,211.27,481.52,1.2792
P0000444,M00336,Sponsored Listing,2026-04-01,2026-04-12,303.08,714.95,1.359
P0000445,M00337,Sponsored Listing,2026-02-08,2026-02-21,59.53,104.08,0.7482
P0000448,M00338,Sponsored Listing,2026-02-11,2026-02-24,117.0,275.49,1.3545
P0000446,M00338,Sponsored Listing,2026-03-18,2026-03-30,101.58,186.02,0.8312
P0000447,M00338,BOGO,2026-03-21,2026-03-25,269.14,362.85,0.3482
P0000450,M00340,Sponsored Listing,2026-02-16,2026-02-20,25.66,51.6,1.0111
P0000449,M00340,Free Delivery,2026-03-18,2026-03-29,156.33,405.01,1.5908
P0000451,M00340,BOGO,2026-03-23,2026-04-03,83.36,210.47,1.5249
P0000452,M00341,Free Delivery,2026-05-11,2026-05-24,93.01,160.71,0.728
P0000453,M00342,Sponsored Listing,2026-02-17,2026-03-01,49.08,122.01,1.4863
P0000454,M00343,Sponsored Listing,2026-02-04,2026-02-18,109.84,351.31,2.1983
P0000455,M00345,Sponsored Listing,2026-03-22,2026-04-05,31.73,79.41,1.5025
P0000456,M00346,Sponsored Listing,2026-02-22,2026-03-05,101.14,215.67,1.1324
P0000457,M00347,Percentage Off,2026-05-12,2026-05-19,48.3,70.42,0.4579
P0000458,M00348,Percentage Off,2026-02-28,2026-03-14,149.95,334.35,1.2298
P0000460,M00348,Free Delivery,2026-03-03,2026-03-16,171.93,389.88,1.2676
P0000459,M00348,Percentage Off,2026-03-11,2026-03-20,92.09,142.69,0.5495
P0000461,M00350,Sponsored Listing,2026-03-09,2026-03-14,82.12,232.34,1.8294
P0000462,M00351,Percentage Off,2026-02-23,2026-03-05,156.15,243.14,0.5571
P0000463,M00355,BOGO,2026-04-20,2026-04-30,242.42,271.12,0.1184
P0000465,M00356,Free Delivery,2026-02-15,2026-02-19,136.13,166.16,0.2206
P0000464,M00356,BOGO,2026-03-13,2026-03-18,49.65,116.21,1.3407
P0000467,M00356,Sponsored Listing,2026-03-24,2026-04-04,90.82,211.87,1.3328
P0000466,M00356,Free Delivery,2026-04-13,2026-04-17,53.65,126.77,1.3632
P0000468,M00357,Sponsored Listing,2026-04-04,2026-04-17,76.35,88.11,0.154
P0000469,M00357,Sponsored Listing,2026-04-07,2026-04-11,133.13,339.99,1.5539
P0000471,M00358,Sponsored Listing,2026-04-17,2026-04-27,55.29,101.56,0.8368
P0000470,M00358,BOGO,2026-05-20,2026-05-26,72.76,165.06,1.2685
P0000473,M00359,Free Delivery,2026-02-17,2026-02-25,141.24,424.07,2.0025
P0000472,M00359,Percentage Off,2026-04-11,2026-04-18,85.71,177.64,1.0725
P0000474,M00361,BOGO,2026-03-31,2026-04-04,187.43,319.05,0.7022
P0000475,M00363,BOGO,2026-04-06,2026-04-18,68.47,164.27,1.399
P0000476,M00363,Free Delivery,2026-04-08,2026-04-20,92.46,209.71,1.2681
P0000478,M00365,BOGO,2026-02-14,2026-02-19,49.01,116.28,1.3726
P0000479,M00365,Percentage Off,2026-03-12,2026-03-18,117.98,265.82,1.2532
P0000477,M00365,Percentage Off,2026-05-07,2026-05-17,144.43,330.61,1.289
P0000480,M00366,Free Delivery,2026-03-10,2026-03-16,156.59,429.0,1.7397
P0000481,M00366,Percentage Off,2026-04-30,2026-05-06,95.07,182.01,0.9146
P0000482,M00368,Free Delivery,2026-04-23,2026-04-29,106.03,214.61,1.024
P0000483,M00369,BOGO,2026-04-21,2026-05-05,57.34,122.38,1.1344
P0000484,M00370,BOGO,2026-04-29,2026-05-11,52.81,120.29,1.2779
P0000486,M00371,Percentage Off,2026-03-09,2026-03-16,118.66,292.67,1.4665
P0000485,M00371,Sponsored Listing,2026-03-20,2026-03-24,71.89,158.26,1.2014
P0000488,M00373,Sponsored Listing,2026-02-23,2026-03-01,55.7,122.1,1.1921
P0000487,M00373,Free Delivery,2026-03-29,2026-04-03,139.97,276.67,0.9766
P0000489,M00374,BOGO,2026-02-13,2026-02-24,38.71,111.68,1.8854
P0000490,M00374,Free Delivery,2026-02-25,2026-03-08,70.77,173.42,1.4506
P0000491,M00374,Sponsored Listing,2026-04-24,2026-05-04,72.44,208.85,1.8832
P0000492,M00374,Percentage Off,2026-05-08,2026-05-17,121.87,245.41,1.0137
P0000493,M00375,Sponsored Listing,2026-03-09,2026-03-16,36.9,64.74,0.7542
P0000494,M00376,Percentage Off,2026-02-07,2026-02-17,38.61,147.56,2.8215
P0000495,M00376,Percentage Off,2026-02-22,2026-02-27,196.82,419.54,1.1316
P0000498,M00378,BOGO,2026-03-19,2026-03-23,75.01,253.02,2.3731
P0000496,M00378,Percentage Off,2026-04-03,2026-04-15,28.34,67.91,1.3965
P0000497,M00378,Sponsored Listing,2026-05-13,2026-05-18,38.41,94.13,1.4508
P0000499,M00379,Sponsored Listing,2026-04-20,2026-04-30,90.25,141.45,0.5674
P0000500,M00380,Free Delivery,2026-02-24,2026-03-04,86.46,147.51,0.7061
P0000501,M00380,BOGO,2026-03-07,2026-03-19,57.19,116.54,1.038
P0000502,M00380,Sponsored Listing,2026-03-11,2026-03-18,82.8,241.42,1.9157
P0000503,M00380,Percentage Off,2026-03-12,2026-03-21,64.74,120.71,0.8645
P0000504,M00381,BOGO,2026-05-11,2026-05-20,135.92,264.56,0.9465
P0000505,M00382,Percentage Off,2026-04-06,2026-04-19,64.31,114.3,0.7774
P0000506,M00382,BOGO,2026-04-19,2026-04-29,79.26,136.08,0.7168
P0000508,M00383,Sponsored Listing,2026-03-17,2026-03-23,97.17,95.88,-0.0133
P0000507,M00383,BOGO,2026-04-24,2026-05-05,31.59,72.01,1.2794
P0000509,M00383,Percentage Off,2026-05-20,2026-05-26,126.94,197.12,0.5529
P0000510,M00385,BOGO,2026-02-10,2026-02-21,104.58,281.8,1.6945
P0000512,M00386,Sponsored Listing,2026-03-28,2026-04-11,526.9,424.05,-0.1952
P0000511,M00386,BOGO,2026-04-08,2026-04-12,86.53,159.58,0.8442
P0000514,M00387,Sponsored Listing,2026-03-16,2026-03-26,178.41,319.46,0.7906
P0000513,M00387,Sponsored Listing,2026-03-27,2026-04-07,125.13,222.28,0.7764
P0000518,M00388,Percentage Off,2026-02-04,2026-02-10,110.79,302.0,1.7257
P0000517,M00388,Free Delivery,2026-02-12,2026-02-19,64.15,169.92,1.6488
P0000515,M00388,Percentage Off,2026-04-10,2026-04-23,77.5,211.21,1.7252
P0000516,M00388,Percentage Off,2026-05-01,2026-05-10,87.84,141.32,0.6088
P0000520,M00390,Free Delivery,2026-02-02,2026-02-12,52.52,104.03,0.9808
P0000519,M00390,Sponsored Listing,2026-02-13,2026-02-27,63.8,156.87,1.4587
P0000521,M00390,BOGO,2026-05-20,2026-06-02,35.55,88.5,1.4893
P0000522,M00392,Sponsored Listing,2026-04-13,2026-04-17,44.92,100.28,1.2323
P0000525,M00393,Sponsored Listing,2026-02-26,2026-03-07,47.62,95.81,1.012
P0000524,M00393,Percentage Off,2026-02-27,2026-03-06,54.52,137.41,1.5201
P0000523,M00393,BOGO,2026-05-04,2026-05-18,60.52,131.53,1.1734
P0000527,M00394,Free Delivery,2026-02-22,2026-02-28,51.11,93.88,0.837
P0000526,M00394,Percentage Off,2026-03-28,2026-04-10,99.09,239.19,1.4138
P0000529,M00395,Percentage Off,2026-03-30,2026-04-11,55.11,118.01,1.1412
P0000528,M00395,Sponsored Listing,2026-05-20,2026-05-27,72.86,204.01,1.8
P0000531,M00396,Sponsored Listing,2026-02-10,2026-02-14,74.74,188.8,1.526
P0000530,M00396,BOGO,2026-03-17,2026-03-28,135.66,313.4,1.3102
P0000532,M00396,Free Delivery,2026-04-12,2026-04-19,69.7,115.8,0.6613
P0000533,M00397,Percentage Off,2026-02-12,2026-02-23,58.11,178.32,2.0686
P0000534,M00397,Free Delivery,2026-03-14,2026-03-27,86.51,182.48,1.1093
P0000535,M00397,Sponsored Listing,2026-03-25,2026-03-31,76.4,75.66,-0.0097
P0000537,M00398,Free Delivery,2026-02-12,2026-02-25,171.04,251.41,0.4699
P0000536,M00398,Free Delivery,2026-04-23,2026-05-03,40.73,91.17,1.2382
P0000540,M00400,Percentage Off,2026-03-12,2026-03-19,92.36,202.8,1.1958
P0000539,M00400,Free Delivery,2026-04-22,2026-04-27,97.07,248.49,1.5598
P0000538,M00400,Free Delivery,2026-05-02,2026-05-11,170.99,442.97,1.5906
P0000541,M00403,Sponsored Listing,2026-05-15,2026-05-28,74.58,142.39,0.9092
P0000542,M00404,BOGO,2026-02-26,2026-03-12,155.85,370.4,1.3766
P0000543,M00405,Free Delivery,2026-02-07,2026-02-19,217.86,508.34,1.3333
P0000548,M00406,Sponsored Listing,2026-02-01,2026-02-12,70.08,146.64,1.0925
P0000546,M00406,Sponsored Listing,2026-02-24,2026-03-03,110.39,137.27,0.2435
P0000545,M00406,Sponsored Listing,2026-03-31,2026-04-06,121.26,224.86,0.8543
P0000547,M00406,Sponsored Listing,2026-04-10,2026-04-15,154.63,429.87,1.7799
P0000544,M00406,Sponsored Listing,2026-04-15,2026-04-28,96.74,220.23,1.2764
P0000549,M00408,Sponsored Listing,2026-04-11,2026-04-16,26.21,44.28,0.6894
P0000550,M00408,Sponsored Listing,2026-04-14,2026-04-22,60.03,106.66,0.7768
P0000551,M00410,Percentage Off,2026-02-26,2026-03-10,187.43,596.21,2.181
P0000552,M00410,BOGO,2026-04-01,2026-04-11,56.06,106.29,0.8959
P0000553,M00411,BOGO,2026-03-31,2026-04-10,106.42,128.63,0.2087
P0000555,M00412,BOGO,2026-02-08,2026-02-14,86.6,181.03,1.0904
P0000557,M00412,Percentage Off,2026-03-13,2026-03-20,46.25,101.16,1.1872
P0000556,M00412,Free Delivery,2026-04-04,2026-04-16,163.61,321.28,0.9637
P0000558,M00412,Percentage Off,2026-04-23,2026-04-27,90.34,179.46,0.9866
P0000554,M00412,Percentage Off,2026-05-09,2026-05-23,150.86,339.82,1.2525
P0000559,M00413,Percentage Off,2026-02-04,2026-02-16,87.23,244.91,1.8077
P0000560,M00414,Sponsored Listing,2026-04-11,2026-04-19,133.84,335.01,1.5031
P0000561,M00415,Free Delivery,2026-02-10,2026-02-24,46.34,105.79,1.2831
P0000562,M00415,Free Delivery,2026-04-12,2026-04-18,26.35,61.98,1.3518
P0000563,M00416,Free Delivery,2026-04-29,2026-05-03,106.73,193.51,0.813
P0000564,M00417,Sponsored Listing,2026-03-24,2026-03-30,35.32,91.73,1.5972
P0000565,M00418,Sponsored Listing,2026-05-17,2026-05-31,83.92,190.32,1.2678
P0000566,M00419,Free Delivery,2026-02-07,2026-02-15,451.47,1066.93,1.3632
P0000567,M00419,Free Delivery,2026-05-15,2026-05-22,183.05,287.44,0.5703
P0000569,M00420,Free Delivery,2026-02-03,2026-02-12,153.4,543.79,2.545
P0000568,M00420,Sponsored Listing,2026-03-18,2026-03-27,122.73,278.15,1.2663
P0000570,M00420,Sponsored Listing,2026-03-19,2026-03-26,40.07,72.91,0.8194
P0000571,M00421,Sponsored Listing,2026-05-05,2026-05-09,335.01,558.05,0.6658
P0000572,M00422,BOGO,2026-04-06,2026-04-16,39.73,102.43,1.5781
P0000573,M00423,Free Delivery,2026-03-27,2026-04-10,93.83,288.33,2.0729
P0000574,M00424,Percentage Off,2026-04-17,2026-04-25,176.31,426.0,1.4161
P0000575,M00425,Sponsored Listing,2026-02-21,2026-03-01,67.68,169.24,1.5005
P0000576,M00426,Sponsored Listing,2026-04-05,2026-04-16,128.58,200.9,0.5625
P0000577,M00428,Percentage Off,2026-03-08,2026-03-14,151.31,414.05,1.7366
P0000579,M00431,Sponsored Listing,2026-02-03,2026-02-08,61.61,152.02,1.4675
P0000578,M00431,Free Delivery,2026-02-18,2026-02-22,67.0,174.65,1.6066
P0000580,M00431,Free Delivery,2026-02-24,2026-03-09,83.52,79.07,-0.0533
P0000581,M00432,Percentage Off,2026-03-01,2026-03-13,29.98,60.08,1.004
P0000583,M00432,Percentage Off,2026-03-07,2026-03-21,35.49,49.64,0.3988
P0000582,M00432,BOGO,2026-05-01,2026-05-07,43.33,132.76,2.0637
P0000584,M00433,Percentage Off,2026-02-24,2026-03-08,32.56,51.45,0.58
P0000585,M00434,Percentage Off,2026-03-20,2026-04-01,122.34,198.24,0.6204
P0000586,M00434,BOGO,2026-04-13,2026-04-20,133.69,358.33,1.6803
P0000587,M00436,Percentage Off,2026-02-27,2026-03-07,20.78,8.31,-0.6
P0000589,M00437,Sponsored Listing,2026-02-13,2026-02-24,322.72,628.85,0.9486
P0000588,M00437,Percentage Off,2026-03-18,2026-03-28,28.87,75.41,1.612
P0000591,M00439,Percentage Off,2026-04-29,2026-05-12,174.15,260.68,0.4969
P0000590,M00439,BOGO,2026-05-04,2026-05-11,384.61,817.51,1.1256
P0000592,M00440,BOGO,2026-04-28,2026-05-08,127.08,143.75,0.1312
P0000593,M00441,BOGO,2026-02-24,2026-03-08,95.42,138.3,0.4495
P0000594,M00441,BOGO,2026-04-27,2026-05-02,181.56,405.47,1.2332
P0000595,M00441,Percentage Off,2026-05-02,2026-05-16,55.23,90.07,0.6308
P0000596,M00442,BOGO,2026-02-05,2026-02-10,127.03,280.67,1.2094
P0000597,M00442,Sponsored Listing,2026-04-09,2026-04-22,57.97,147.45,1.5437
P0000598,M00443,BOGO,2026-03-03,2026-03-08,26.16,67.64,1.5857
P0000599,M00445,Sponsored Listing,2026-02-25,2026-03-02,115.18,191.26,0.6606
P0000600,M00447,Free Delivery,2026-04-02,2026-04-16,82.2,180.67,1.1979
P0000601,M00448,Free Delivery,2026-03-29,2026-04-05,213.98,521.61,1.4377
P0000602,M00450,Free Delivery,2026-04-14,2026-04-21,140.14,284.56,1.0305
P0000603,M00451,Sponsored Listing,2026-04-26,2026-05-05,21.04,45.62,1.1682
P0000604,M00452,Percentage Off,2026-05-13,2026-05-18,143.25,119.1,-0.1685
P0000606,M00453,Sponsored Listing,2026-03-10,2026-03-15,60.6,150.92,1.4906
P0000605,M00453,Free Delivery,2026-04-21,2026-04-27,101.35,150.76,0.4875
P0000607,M00454,Free Delivery,2026-05-14,2026-05-24,59.47,136.08,1.2882
P0000611,M00455,Percentage Off,2026-02-03,2026-02-12,83.13,279.37,2.3607
P0000609,M00455,Percentage Off,2026-02-04,2026-02-12,38.47,46.1,0.1982
P0000613,M00455,Percentage Off,2026-02-16,2026-02-21,165.46,411.4,1.4864
P0000608,M00455,BOGO,2026-04-08,2026-04-17,68.11,112.05,0.6453
P0000612,M00455,Free Delivery,2026-04-18,2026-04-23,63.24,162.67,1.5723
P0000610,M00455,Percentage Off,2026-05-01,2026-05-13,42.46,65.33,0.5387
P0000614,M00458,BOGO,2026-02-07,2026-02-17,107.68,227.4,1.1118
P0000617,M00459,BOGO,2026-02-06,2026-02-16,109.6,255.18,1.3282
P0000616,M00459,BOGO,2026-04-22,2026-04-27,103.16,156.87,0.5206
P0000615,M00459,Percentage Off,2026-05-06,2026-05-10,37.35,68.78,0.8414
P0000618,M00460,Free Delivery,2026-02-19,2026-03-05,37.25,79.82,1.1427
P0000620,M00460,Sponsored Listing,2026-03-24,2026-03-28,149.91,241.51,0.611
P0000619,M00460,Free Delivery,2026-05-19,2026-05-23,97.74,98.28,0.0055
P0000622,M00461,Percentage Off,2026-03-24,2026-03-29,83.41,151.49,0.8162
P0000621,M00461,Percentage Off,2026-05-01,2026-05-10,59.49,98.97,0.6636
P0000624,M00462,Percentage Off,2026-02-09,2026-02-23,26.24,51.94,0.9796
P0000625,M00462,Free Delivery,2026-03-20,2026-04-01,43.43,120.78,1.7814
P0000623,M00462,BOGO,2026-03-25,2026-04-03,48.17,90.08,0.87
P0000626,M00463,BOGO,2026-03-12,2026-03-21,41.3,70.47,0.7064
P0000627,M00463,Sponsored Listing,2026-03-14,2026-03-18,69.49,100.97,0.453
P0000629,M00464,Percentage Off,2026-02-26,2026-03-05,62.75,119.69,0.9074
P0000628,M00464,Percentage Off,2026-03-13,2026-03-17,80.73,162.21,1.0093
P0000630,M00466,BOGO,2026-02-01,2026-02-09,56.47,134.83,1.3875
P0000631,M00466,Sponsored Listing,2026-04-21,2026-05-01,47.54,135.68,1.8541
P0000633,M00467,Sponsored Listing,2026-02-11,2026-02-21,78.37,165.23,1.1084
P0000632,M00467,Free Delivery,2026-03-09,2026-03-17,60.0,82.78,0.3797
