merchant_id,merchant_name,city,cuisine_type,segment,join_date,menu_ready,competitor_presence,profile_avg_rating
M01329,Merchant 01329,San Jose,American,SMB,2024-07-15,1,1,5.0
M01330,Merchant 01330,Palo Alto,Indian,SMB,2021-04-04,1,0,4.21
M01331,Merchant 01331,Palo Alto,Mexican,Mid-Market,2023-07-04,1,1,4.17
M01332,Merchant 01332,San Francisco,Mexican,Mid-Market,2020-05-13,0,0,3.92
M01333,Merchant 01333,San Jose,Japanese,SMB,2024-08-31,1,1,3.69
M01334,Merchant 01334,San Jose,Chinese,SMB,2024-08-16,1,0,3.88
M01335,Merchant 01335,San Francisco,Japanese,Mid-Market,2021-03-28,1,0,4.13
M01336,Merchant 01336,Berkeley,Indian,SMB,2023-07-18,1,0,4.16
M01337,Merchant 01337,Palo Alto,Chinese,Mid-Market,2020-09-11,1,0,4.34
M01338,Merchant 01338,San Jose,Japanese,SMB,2021-09-17,1,1,4.58
M01339,Merchant 01339,Fremont,Indian,Mid-Market,2023-03-06,1,1,4.34
M01340,Merchant 01340,San Francisco,Italian,SMB,2025-08-22,1,0,5.0
M01341,Merchant 01341,Berkeley,Mexican,Mid-Market,2023-01-23,1,0,3.73
M01342,Merchant 01342,San Francisco,Thai,SMB,2022-03-28,1,1,4.09
M01343,Merchant 01343,San Jose,Mexican,SMB,2020-03-28,1,1,3.87
M01344,Merchant 01344,San Jose,American,SMB,2024-12-14,1,1,3.46
M01345,Merchant 01345,Oakland,American,Mid-Market,2024-10-14,1,0,4.23
M01346,Merchant 01346,San Francisco,American,SMB,2022-03-09,1,0,4.15
M01347,Merchant 01347,Oakland,Mediterranean,SMB,2020-09-19,1,0,4.25
M01348,Merchant 01348,Oakland,Mexican,SMB,2023-12-08,1,0,4.24
M01349,Merchant 01349,San Francisco,Japanese,SMB,2025-04-05,1,0,4.43
M01350,Merchant 01350,Fremont,Indian,SMB,2020-05-30,1,0,4.34
M01351,Merchant 01351,San Francisco,Thai,SMB,2022-07-01,1,0,4.11
M01352,Merchant 01352,Berkeley,Chinese,SMB,2020-08-22,1,0,3.62
M01353,Merchant 01353,San Jose,Indian,SMB,2023-06-13,1,1,3.55
M01354,Merchant 01354,Fremont,Mediterranean,SMB,2021-04-20,1,1,4.17
M01355,Merchant 01355,San Francisco,Mexican,SMB,2022-06-30,1,0,4.38
M01356,Merchant 01356,San Jose,Thai,Mid-Market,2024-03-07,1,1,4.78
M01357,Merchant 01357,Palo Alto,Chinese,Mid-Market,2024-05-27,1,1,4.55
M01358,Merchant 01358,Berkeley,American,SMB,2022-05-25,1,0,3.94
M01359,Merchant 01359,San Francisco,Italian,SMB,2024-06-29,1,1,3.95
M01360,Merchant 01360,Berkeley,Chinese,SMB,2024-05-13,1,1,4.9
M01361,Merchant 01361,San Jose,Thai,SMB,2024-03-16,1,1,4.14
M01362,Merchant 01362,Berkeley,Italian,SMB,2022-02-24,1,0,4.12
M01363,Merchant 01363,Fremont,Thai,Mid-Market,2023-10-30,1,0,4.56
M01364,Merchant 01364,Oakland,Mediterranean,SMB,2024-03-18,1,0,4.02
M01365,Merchant 01365,San Francisco,Italian,Mid-Market,2024-12-06,1,0,3.92
M01366,Merchant 01366,Oakland,Italian,SMB,2020-05-06,1,0,4.04
M01367,Merchant 01367,Fremont,Thai,SMB,2023-01-28,0,0,4.68
M01368,Merchant 01368,San Francisco,Thai,SMB,2024-09-27,1,1,4.92
M01369,Merchant 01369,Fremont,Chinese,SMB,2024-01-16,1,1,4.37
M01370,Merchant 01370,Fremont,Mediterranean,Mid-Market,2021-01-01,1,0,4.82
M01371,Merchant 01371,San Jose,Mexican,SMB,2025-07-29,1,0,3.8
M01372,Merchant 01372,San Francisco,Mediterranean,SMB,2020-03-18,1,0,4.05
M01373,Merchant 01373,Fremont,American,Enterprise,2023-07-05,1,0,3.88
M01374,Merchant 01374,San Francisco,Chinese,SMB,2020-11-22,1,1,4.49
M01375,Merchant 01375,San Jose,Japanese,SMB,2023-06-03,1,1,4.34
M01376,Merchant 01376,Berkeley,Japanese,SMB,2020-03-13,1,0,4.27
M01377,Merchant 01377,Palo Alto,Mexican,Mid-Market,2023-05-16,1,0,4.11
M01378,Merchant 01378,San Francisco,Thai,SMB,2024-11-30,1,0,4.2
M01379,Merchant 01379,Palo Alto,Thai,SMB,2022-11-13,1,1,4.04
M01380,Merchant 01380,San Jose,Italian,Mid-Market,2021-06-20,1,0,4.13
M01381,Merchant 01381,Fremont,Chinese,SMB,2021-03-17,1,1,3.67
M01382,Merchant 01382,San Francisco,Japanese,SMB,2022-10-23,0,1,4.13
M01383,Merchant 01383,Berkeley,Japanese,SMB,2022-12-23,1,0,4.23
M01384,Merchant 01384,Berkeley,Italian,SMB,2025-06-25,1,0,3.89
M01385,Merchant 01385,Oakland,American,Mid-Market,2025-03-10,1,0,3.99
M01386,Merchant 01386,Palo Alto,Indian,Mid-Market,2020-04-28,1,1,4.29
M01387,Merchant 01387,Fremont,Mediterranean,SMB,2022-03-06,1,0,4.74
M01388,Merchant 01388,Berkeley,Chinese,SMB,2022-01-18,1,1,4.03
M01389,Merchant 01389,Berkeley,Mexican,SMB,2021-11-09,1,0,4.55
M01390,Merchant 01390,Fremont,Japanese,Mid-Market,2022-01-08,1,1,4.36
M01391,Merchant 01391,Berkeley,Italian,SMB,2024-11-05,1,0,3.63
M01392,Merchant 01392,San Francisco,Japanese,SMB,2023-04-15,1,0,3.64
M01393,Merchant 01393,San Jose,Italian,Mid-Market,2022-04-23,1,1,3.52
M01394,Merchant 01394,Oakland,Thai,SMB,2024-12-22,1,0,4.6
M01395,Merchant 01395,Fremont,Japanese,SMB,2023-12-22,0,0,4.01
M01396,Merchant 01396,Oakland,Indian,Mid-Market,2021-10-22,1,1,4.21
M01397,Merchant 01397,Palo Alto,Thai,Mid-Market,2022-09-12,1,1,4.13
M01398,Merchant 01398,Berkeley,Mexican,Mid-Market,2025-05-06,1,0,3.66
M01399,Merchant 01399,Oakland,Indian,SMB,2021-09-03,1,1,4.67
M01400,Merchant 01400,San Francisco,Italian,SMB,2025-03-12,1,0,4.65
M01401,Merchant 01401,San Francisco,Mediterranean,SMB,2021-07-06,1,1,3.93
M01402,Merchant 01402,Oakland,Mexican,SMB,2023-06-04,1,0,4.29
M01403,Merchant 01403,Oakland,Mediterranean,SMB,2020-10-08,1,0,3.7
M01404,Merchant 01404,Berkeley,Japanese,Mid-Market,2023-07-19,1,1,4.05
M01405,Merchant 01405,Berkeley,Japanese,SMB,2020-05-13,0,0,3.99
M01406,Merchant 01406,San Francisco,Indian,Mid-Market,2023-04-30,1,0,3.24
M01407,Merchant 01407,Oakland,Thai,Mid-Market,2020-03-11,1,0,4.4
M01408,Merchant 01408,Fremont,Mexican,SMB,2024-02-19,1,0,3.76
M01409,Merchant 01409,San Jose,Japanese,SMB,2023-08-12,1,0,3.65
M01410,Merchant 01410,San Jose,Thai,SMB,2022-05-03,0,0,4.13
M01411,Merchant 01411,San Jose,Chinese,SMB,2024-06-07,1,0,4.1
M01412,Merchant 01412,Berkeley,Thai,SMB,2020-03-25,1,1,3.95
M01413,Merchant 01413,San Francisco,American,SMB,2024-07-02,1,0,3.99
M01414,Merchant 01414,Oakland,Thai,Mid-Market,2021-11-18,1,0,4.86
M01415,Merchant 01415,Fremont,Mediterranean,SMB,2023-11-12,1,0,4.88
M01416,Merchant 01416,San Francisco,Japanese,SMB,2024-01-29,1,0,4.09
M01417,Merchant 01417,San Francisco,Chinese,SMB,2023-10-16,1,0,4.04
M01418,Merchant 01418,Oakland,Italian,SMB,2020-11-22,1,1,4.39
M01419,Merchant 01419,Berkeley,Italian,SMB,2023-07-07,0,0,3.89
M01420,Merchant 01420,San Jose,Japanese,SMB,2021-04-14,1,0,4.16
M01421,Merchant 01421,San Jose,Italian,SMB,2021-08-14,1,1,3.88
M01422,Merchant 01422,Palo Alto,American,SMB,2021-06-05,1,0,3.76
M01423,Merchant 01423,Berkeley,Thai,SMB,2022-11-19,1,0,4.18
M01424,Merchant 01424,San Jose,Indian,SMB,2021-06-01,1,0,3.8
M01425,Merchant 01425,Palo Alto,Mediterranean,Enterprise,2021-03-25,1,1,4.88
M01426,Merchant 01426,Oakland,Japanese,Mid-Market,2024-09-28,1,0,3.78
M01427,Merchant 01427,Palo Alto,Japanese,Mid-Market,2022-11-30,1,0,4.18
M01428,Merchant 01428,Oakland,Thai,SMB,2023-08-09,1,1,4.56
M01429,Merchant 01429,Oakland,Mexican,SMB,2023-08-07,1,0,4.15
M01430,Merchant 01430,San Jose,Japanese,SMB,2025-05-16,1,0,4.56
M01431,Merchant 01431,San Jose,Mediterranean,SMB,2024-03-16,1,1,4.42
M01432,Merchant 01432,San Francisco,Indian,SMB,2023-05-12,1,0,4.14
M01433,Merchant 01433,Palo Alto,American,SMB,2021-04-17,0,1,4.16
M01434,Merchant 01434,Palo Alto,American,SMB,2025-06-14,1,1,3.82
M01435,Merchant 01435,Fremont,Mediterranean,SMB,2025-05-22,1,1,4.29
M01436,Merchant 01436,Oakland,Italian,Mid-Market,2024-05-02,1,0,3.98
M01437,Merchant 01437,Oakland,Chinese,Mid-Market,2022-07-04,1,1,3.7
M01438,Merchant 01438,Oakland,Italian,Mid-Market,2023-10-24,1,0,3.61
M01439,Merchant 01439,Palo Alto,Chinese,Mid-Market,2023-12-03,1,0,4.2
M01440,Merchant 01440,San Francisco,Japanese,SMB,2025-05-12,1,1,4.41
M01441,Merchant 01441,Palo Alto,Japanese,SMB,2025-04-27,1,0,4.41
M01442,Merchant 01442,Berkeley,Chinese,SMB,2024-07-26,1,1,4.98
M01443,Merchant 01443,Berkeley,Italian,SMB,2022-10-03,1,0,4.1
M01444,Merchant 01444,San Francisco,Italian,SMB,2021-04-15,1,0,4.21
M01445,Merchant 01445,San Jose,Thai,Mid-Market,2024-05-08,1,0,4.17
M01446,Merchant 01446,Oakland,Mediterranean,SMB,2021-02-04,1,0,3.96
M01447,Merchant 01447,Palo Alto,Japanese,SMB,2025-07-29,1,1,3.67
M01448,Merchant 01448,Palo Alto,Indian,SMB,2022-05-20,0,0,4.54
M01449,Merchant 01449,San Francisco,Thai,SMB,2020-09-26,1,0,4.31
M01450,Merchant 01450,Oakland,Mediterranean,SMB,2023-07-13,1,0,4.45
M01451,Merchant 01451,San Jose,Indian,SMB,2023-11-28,1,1,4.24
M01452,Merchant 01452,Fremont,Mediterranean,SMB,2025-01-02,1,1,3.82
M01453,Merchant 01453,Palo Alto,Italian,SMB,2020-10-28,1,0,3.98
M01454,Merchant 01454,San Francisco,Chinese,SMB,2024-11-23,0,1,4.08
M01455,Merchant 01455,Fremont,Mediterranean,SMB,2021-04-05,1,0,4.18
M01456,Merchant 01456,Fremont,Chinese,SMB,2025-06-03,1,0,4.57
M01457,Merchant 01457,San Francisco,Indian,Mid-Market,2024-04-15,0,0,3.71
M01458,Merchant 01458,Berkeley,Mexican,SMB,2020-07-13,1,0,3.84
M01459,Merchant 01459,Berkeley,Chinese,SMB,2020-11-25,1,1,4.31
M01460,Merchant 01460,San Francisco,Thai,SMB,2022-03-27,1,0,4.43
M01461,Merchant 01461,Oakland,Chinese,Mid-Market,2023-05-18,1,1,4.46
M01462,Merchant 01462,Fremont,American,SMB,2024-10-02,1,1,4.71
M01463,Merchant 01463,San Jose,Indian,SMB,2025-05-16,1,0,3.9
M01464,Merchant 01464,Oakland,American,Enterprise,2022-02-25,1,1,4.55
M01465,Merchant 01465,San Francisco,Thai,SMB,2025-04-01,1,1,3.14
M01466,Merchant 01466,San Francisco,Japanese,SMB,2022-11-02,1,0,3.76
M01467,Merchant 01467,San Francisco,Chinese,SMB,2021-09-22,1,1,4.03
M01468,Merchant 01468,Palo Alto,Chinese,SMB,2021-01-03,1,1,4.23
M01469,Merchant 01469,Fremont,Japanese,Mid-Market,2022-10-06,1,1,4.49
M01470,Merchant 01470,Fremont,Thai,SMB,2024-10-31,1,0,4.42
M01471,Merchant 01471,Palo Alto,Italian,SMB,2020-08-18,1,1,4.65
M01472,Merchant 01472,Fremont,Chinese,Enterprise,2021-07-12,1,0,4.7
M01473,Merchant 01473,Fremont,Italian,SMB,2024-07-29,1,0,3.59
M01474,Merchant 01474,San Francisco,American,SMB,2021-09-15,1,0,3.84
M01475,Merchant 01475,San Francisco,Chinese,SMB,2021-12-17,1,1,3.48
M01476,Merchant 01476,San Francisco,Mexican,SMB,2025-06-02,1,0,3.85
M01477,Merchant 01477,Berkeley,American,SMB,2024-12-29,1,1,4.47
M01478,Merchant 01478,Oakland,Mediterranean,SMB,2023-11-01,1,0,4.65
M01479,Merchant 01479,Oakland,Mexican,SMB,2025-01-31,1,0,4.67
M01480,Merchant 01480,Berkeley,Thai,SMB,2023-07-19,1,0,4.07
M01481,Merchant 01481,San Jose,Thai,Mid-Market,2025-04-28,1,0,3.98
M01482,Merchant 01482,Fremont,Thai,Mid-Market,2024-08-02,1,0,3.83
M01483,Merchant 01483,San Francisco,Thai,SMB,2023-03-29,1,0,3.91
M01484,Merchant 01484,Palo Alto,Indian,Mid-Market,2021-07-19,1,1,4.33
M01485,Merchant 01485,San Jose,Mexican,SMB,2022-10-27,1,0,3.67
M01486,Merchant 01486,Fremont,American,Mid-Market,2023-03-20,1,1,4.51
M01487,Merchant 01487,Palo Alto,Italian,SMB,2022-01-09,1,0,4.52
M01488,Merchant 01488,San Jose,American,SMB,2020-06-07,1,1,4.24
M01489,Merchant 01489,San Jose,Mexican,SMB,2021-07-02,1,1,4.67
M01490,Merchant 01490,Fremont,Chinese,Mid-Market,2022-08-11,1,0,4.06
M01491,Merchant 01491,San Jose,Mexican,SMB,2024-12-02,1,0,4.32
M01492,Merchant 01492,Oakland,Mexican,SMB,2020-07-23,1,1,4.27
M01493,Merchant 01493,Oakland,Thai,SMB,2021-06-21,0,1,4.38
M01494,Merchant 01494,Oakland,Italian,SMB,2020-09-18,1,0,4.56
M01495,Merchant 01495,Berkeley,Chinese,SMB,2024-03-15,1,0,4.0
M01496,Merchant 01496,Oakland,Indian,Mid-Market,2022-11-19,1,0,3.96
M01497,Merchant 01497,Palo Alto,Chinese,SMB,2023-11-13,1,0,3.65
M01498,Merchant 01498,San Jose,American,SMB,2022-10-12,0,0,4.01
M01499,Merchant 01499,San Francisco,Mediterranean,SMB,2022-11-10,1,0,4.52
M01500,Merchant 01500,Palo Alto,Mexican,SMB,2022-05-24,1,0,3.96
M01501,Merchant 01501,Fremont,Chinese,SMB,2023-05-16,1,0,3.58
M01502,Merchant 01502,Berkeley,Thai,SMB,2025-06-03,1,0,3.65
M01503,Merchant 01503,San Jose,Indian,SMB,2025-08-28,1,0,4.24
M01504,Merchant 01504,San Jose,American,SMB,2021-04-13,1,1,4.31
M01505,Merchant 01505,Fremont,American,SMB,2023-07-30,1,0,4.16
M01506,Merchant 01506,Berkeley,Japanese,SMB,2024-09-07,1,1,4.17
M01507,Merchant 01507,Palo Alto,Thai,SMB,2024-10-09,1,0,4.26
M01508,Merchant 01508,San Jose,Chinese,SMB,2025-02-04,1,0,4.33
M01509,Merchant 01509,Oakland,Mexican,SMB,2023-02-12,1,1,4.28
M01510,Merchant 01510,Fremont,Mexican,Mid-Market,2024-01-14,1,0,4.54
M01511,Merchant 01511,Oakland,Japanese,SMB,2022-09-23,1,0,4.33
M01512,Merchant 01512,San Jose,Indian,SMB,2023-04-03,1,0,4.8
M01513,Merchant 01513,Berkeley,Mexican,SMB,2022-07-03,1,0,4.03
M01514,Merchant 01514,Berkeley,Mexican,Enterprise,2023-02-04,1,1,3.56
M01515,Merchant 01515,San Francisco,Italian,SMB,2022-10-04,1,1,4.62
M01516,Merchant 01516,Palo Alto,Mediterranean,Mid-Market,2024-07-26,1,1,4.38
M01517,Merchant 01517,Fremont,Thai,SMB,2021-12-19,1,0,4.25
M01518,Merchant 01518,Berkeley,Italian,SMB,2021-07-18,1,1,3.88
M01519,Merchant 01519,Palo Alto,Mediterranean,SMB,2024-12-02,1,0,4.63
M01520,Merchant 01520,San Jose,Chinese,SMB,2021-11-03,0,1,4.33
M01521,Merchant 01521,Berkeley,Chinese,Mid-Market,2022-04-24,0,0,4.63
M01522,Merchant 01522,Berkeley,Mexican,SMB,2020-10-13,1,1,4.03
M01523,Merchant 01523,San Jose,Italian,SMB,2025-05-20,1,1,4.05
M01524,Merchant 01524,San Jose,American,SMB,2025-06-23,1,0,4.43
M01525,Merchant 01525,Fremont,Italian,SMB,2025-06-21,1,1,4.58
M01526,Merchant 01526,Palo Alto,Chinese,SMB,2022-04-24,1,0,4.12
M01527,Merchant 01527,Berkeley,Mexican,SMB,2024-03-19,1,0,4.38
M01528,Merchant 01528,Oakland,Italian,Mid-Market,2023-12-23,1,1,5.0
M01529,Merchant 01529,Berkeley,Mexican,SMB,2024-10-05,1,1,3.9
M01530,Merchant 01530,Oakland,American,Enterprise,2021-04-14,1,0,5.0
M01531,Merchant 01531,San Jose,Mexican,SMB,2023-05-03,1,1,3.67
M01532,Merchant 01532,Berkeley,Mexican,SMB,2021-02-18,0,0,4.06
M01533,Merchant 01533,San Jose,Mediterranean,SMB,2020-11-04,1,1,3.72
M01534,Merchant 01534,Oakland,Mediterranean,SMB,2020-08-06,1,0,3.78
M01535,Merchant 01535,Oakland,Italian,Mid-Market,2024-07-31,0,0,3.83
M01536,Merchant 01536,San Jose,Indian,SMB,2022-02-13,1,1,4.5
M01537,Merchant 01537,Palo Alto,Japanese,SMB,2024-03-05,1,0,4.13
M01538,Merchant 01538,San Francisco,Chinese,Mid-Market,2020-10-08,1,0,3.76
M01539,Merchant 01539,Berkeley,Mexican,SMB,2024-08-26,1,0,4.16
M01540,Merchant 01540,Oakland,American,SMB,2020-11-25,1,1,3.75
M01541,Merchant 01541,Oakland,Mexican,Mid-Market,2022-12-07,1,0,4.73
M01542,Merchant 01542,Berkeley,Italian,Enterprise,2021-11-14,1,0,4.12
M01543,Merchant 01543,Palo Alto,Mexican,Mid-Market,2022-08-05,1,0,4.01
M01544,Merchant 01544,Oakland,Mediterranean,SMB,2020-05-19,1,0,4.76
M01545,Merchant 01545,Oakland,Japanese,Mid-Market,2021-01-20,1,1,4.17
M01546,Merchant 01546,Palo Alto,Mediterranean,Mid-Market,2023-06-01,1,1,3.67
M01547,Merchant 01547,San Jose,Mexican,SMB,2022-04-12,1,1,4.55
M01548,Merchant 01548,San Francisco,Indian,SMB,2021-12-27,1,0,4.51
M01549,Merchant 01549,Berkeley,Mexican,SMB,2022-12-17,1,0,4.56
M01550,Merchant 01550,San Francisco,Italian,SMB,2024-05-02,1,0,3.91
M01551,Merchant 01551,Berkeley,Japanese,SMB,2021-03-26,1,1,4.22
M01552,Merchant 01552,Fremont,Chinese,Enterprise,2025-08-16,1,1,4.43
M01553,Merchant 01553,Berkeley,Italian,SMB,2022-11-03,1,0,5.0
M01554,Merchant 01554,Oakland,Mexican,SMB,2024-05-14,1,0,2.91
M01555,Merchant 01555,Fremont,Thai,SMB,2024-05-31,1,1,4.89
M01556,Merchant 01556,Oakland,American,SMB,2023-11-12,1,0,4.31
M01557,Merchant 01557,San Jose,Thai,Enterprise,2023-04-11,1,0,4.28
M01558,Merchant 01558,Berkeley,Chinese,Mid-Market,2023-06-07,1,0,4.2
M01559,Merchant 01559,San Jose,Italian,Mid-Market,2020-11-28,1,0,3.75
M01560,Merchant 01560,Palo Alto,Italian,SMB,2023-03-02,1,0,3.84
M01561,Merchant 01561,Palo Alto,Chinese,SMB,2025-07-31,0,1,4.26
M01562,Merchant 01562,Berkeley,Italian,SMB,2020-10-29,1,0,4.38
M01563,Merchant 01563,San Francisco,Japanese,SMB,2022-03-02,1,0,4.2
M01564,Merchant 01564,San Francisco,Indian,Mid-Market,2025-01-13,1,1,4.41
M01565,Merchant 01565,San Francisco,Italian,Mid-Market,2020-12-09,0,1,4.51
M01566,Merchant 01566,Oakland,Italian,SMB,2023-12-10,1,0,4.19
M01567,Merchant 01567,San Jose,Mexican,SMB,2024-12-20,1,1,4.31
M01568,Merchant 01568,San Jose,Mexican,SMB,2024-12-03,1,0,4.55
M01569,Merchant 01569,Palo Alto,Thai,SMB,2024-10-27,1,1,4.2
M01570,Merchant 01570,San Jose,Thai,SMB,2023-06-30,0,1,5.0
M01571,Merchant 01571,Palo Alto,Mexican,SMB,2023-12-07,1,0,4.49
M01572,Merchant 01572,Palo Alto,Chinese,Mid-Market,2023-07-31,1,0,3.9
M01573,Merchant 01573,San Jose,Indian,SMB,2025-03-04,1,1,4.36
M01574,Merchant 01574,Oakland,Japanese,SMB,2021-11-05,1,0,3.84
M01575,Merchant 01575,Fremont,Thai,Mid-Market,2023-03-22,1,0,4.74
M01576,Merchant 01576,San Francisco,Italian,SMB,2021-07-03,1,1,4.84
M01577,Merchant 01577,Fremont,Mexican,SMB,2022-11-03,1,0,4.94
M01578,Merchant 01578,Palo Alto,Indian,SMB,2022-02-26,1,0,4.39
M01579,Merchant 01579,San Jose,American,SMB,2023-03-15,1,0,3.63
M01580,Merchant 01580,San Francisco,Mexican,SMB,2025-08-01,1,1,3.97
M01581,Merchant 01581,San Francisco,Thai,SMB,2025-03-22,1,1,4.06
M01582,Merchant 01582,Oakland,Italian,Mid-Market,2024-02-25,1,1,4.34
M01583,Merchant 01583,Oakland,Japanese,SMB,2023-03-05,1,0,4.24
M01584,Merchant 01584,Oakland,American,SMB,2022-12-02,1,0,3.9
M01585,Merchant 01585,Fremont,Italian,Mid-Market,2021-08-31,1,0,4.07
M01586,Merchant 01586,Berkeley,Mediterranean,SMB,2025-02-11,1,0,3.8
M01587,Merchant 01587,Palo Alto,Thai,SMB,2021-10-18,1,1,4.58
M01588,Merchant 01588,Palo Alto,Mexican,Mid-Market,2022-11-13,1,0,4.34
M01589,Merchant 01589,San Francisco,Mediterranean,SMB,2024-03-21,1,1,4.27
M01590,Merchant 01590,San Francisco,Japanese,Mid-Market,2024-12-02,1,1,4.11
M01591,Merchant 01591,Oakland,Mediterranean,SMB,2020-03-28,1,0,4.2
M01592,Merchant 01592,Oakland,Indian,SMB,2020-07-24,1,0,4.34
M01593,Merchant 01593,Fremont,Japanese,SMB,2022-11-05,0,0,4.04
M01594,Merchant 01594,Oakland,Thai,SMB,2020-06-22,1,0,5.0
M01595,Merchant 01595,Berkeley,Italian,Enterprise,2024-10-25,1,0,3.87
M01596,Merchant 01596,Berkeley,Thai,SMB,2023-07-04,1,1,4.29
M01597,Merchant 01597,San Jose,Japanese,SMB,2025-02-06,1,0,3.83
M01598,Merchant 01598,San Francisco,Italian,SMB,2023-11-30,1,0,4.52
M01599,Merchant 01599,San Francisco,Chinese,SMB,2021-08-26,1,0,4.36
M01600,Merchant 01600,San Jose,Mediterranean,SMB,2023-05-05,1,0,4.15
M01601,Merchant 01601,San Francisco,Chinese,SMB,2022-06-02,1,0,4.13
M01602,Merchant 01602,Oakland,Mediterranean,SMB,2021-07-02,1,1,3.94
M01603,Merchant 01603,Berkeley,Italian,SMB,2024-12-12,0,0,4.57
M01604,Merchant 01604,San Jose,American,SMB,2024-09-29,0,0,4.16
M01605,Merchant 01605,San Jose,Indian,SMB,2020-10-03,1,0,4.67
M01606,Merchant 01606,Fremont,Chinese,Mid-Market,2024-09-03,1,0,4.4
M01607,Merchant 01607,Oakland,Mexican,Enterprise,2023-06-18,0,0,4.34
M01608,Merchant 01608,Berkeley,Japanese,SMB,2024-03-01,1,0,4.24
M01609,Merchant 01609,Berkeley,Indian,SMB,2023-09-08,1,0,4.53
M01610,Merchant 01610,Berkeley,Italian,Mid-Market,2023-08-12,1,1,4.24
M01611,Merchant 01611,Berkeley,Japanese,SMB,2022-04-09,1,0,4.3
M01612,Merchant 01612,San Francisco,Mexican,SMB,2021-08-22,1,0,4.71
M01613,Merchant 01613,Fremont,American,SMB,2020-04-29,1,0,3.88
M01614,Merchant 01614,Fremont,Chinese,SMB,2023-07-17,1,0,4.85
M01615,Merchant 01615,Palo Alto,Mediterranean,SMB,2022-02-03,1,0,4.86
M01616,Merchant 01616,Oakland,Mexican,Mid-Market,2025-01-18,1,0,4.18
M01617,Merchant 01617,Palo Alto,American,Enterprise,2021-09-08,1,0,4.85
M01618,Merchant 01618,Fremont,Chinese,SMB,2024-09-12,1,0,4.05
M01619,Merchant 01619,San Jose,Mediterranean,SMB,2020-03-07,1,0,4.39
M01620,Merchant 01620,San Francisco,American,Mid-Market,2020-07-03,1,0,4.61
M01621,Merchant 01621,Fremont,Mexican,SMB,2024-05-15,1,1,3.94
M01622,Merchant 01622,San Jose,Indian,SMB,2023-10-20,1,1,4.39
M01623,Merchant 01623,San Jose,Mexican,SMB,2025-06-13,0,1,4.57
M01624,Merchant 01624,Palo Alto,Chinese,SMB,2024-01-26,0,0,4.1
M01625,Merchant 01625,Palo Alto,Italian,SMB,2022-08-23,1,0,4.2
M01626,Merchant 01626,San Francisco,Japanese,Mid-Market,2023-08-04,1,1,3.94
M01627,Merchant 01627,Oakland,Mexican,SMB,2023-08-03,1,0,4.31
M01628,Merchant 01628,Oakland,Mediterranean,SMB,2024-09-14,1,1,4.26
M01629,Merchant 01629,Berkeley,Japanese,SMB,2024-11-19,1,1,4.64
M01630,Merchant 01630,Oakland,American,SMB,2020-11-16,0,1,4.35
M01631,Merchant 01631,Oakland,Mediterranean,Mid-Market,2021-06-04,1,1,3.9
M01632,Merchant 01632,Oakland,Thai,SMB,2025-08-18,1,0,4.71
M01633,Merchant 01633,Oakland,Japanese,SMB,2023-02-10,1,0,3.69
M01634,Merchant 01634,Palo Alto,Indian,SMB,2023-07-14,1,0,4.59
M01635,Merchant 01635,San Francisco,Mediterranean,SMB,2024-06-22,1,1,4.04
M01636,Merchant 01636,Oakland,Italian,SMB,2024-11-16,1,0,4.02
M01637,Merchant 01637,San Jose,Chinese,SMB,2020-05-09,1,1,3.98
M01638,Merchant 01638,San Francisco,Italian,SMB,2020-04-01,1,0,4.68
M01639,Merchant 01639,San Francisco,Chinese,SMB,2025-04-09,1,1,4.48
M01640,Merchant 01640,Palo Alto,Indian,Mid-Market,2020-12-01,1,0,4.24
M01641,Merchant 01641,San Francisco,Italian,SMB,2023-06-30,1,0,4.44
M01642,Merchant 01642,Palo Alto,Mexican,SMB,2022-11-22,1,1,4.52
M01643,Merchant 01643,Palo Alto,Indian,SMB,2022-09-11,1,0,4.22
M01644,Merchant 01644,Oakland,Chinese,SMB,2023-01-16,0,1,4.35
M01645,Merchant 01645,San Jose,Mexican,SMB,2025-03-05,1,0,4.1
M01646,Merchant 01646,Berkeley,Indian,Mid-Market,2022-03-30,1,1,4.54
M01647,Merchant 01647,Berkeley,Chinese,Mid-Market,2024-02-24,1,1,4.09
M01648,Merchant 01648,Fremont,Chinese,Mid-Market,2023-01-04,1,0,4.47
M01649,Merchant 01649,San Jose,Mexican,SMB,2022-09-15,1,1,4.42
M01650,Merchant 01650,San Francisco,Mediterranean,Mid-Market,2021-01-29,1,0,4.28
M01651,Merchant 01651,Palo Alto,Italian,SMB,2022-03-31,0,0,4.28
M01652,Merchant 01652,Berkeley,Japanese,Mid-Market,2022-05-18,1,1,3.86
M01653,Merchant 01653,Berkeley,Mexican,Mid-Market,2021-02-02,1,0,4.29
M01654,Merchant 01654,Berkeley,Mediterranean,SMB,2024-04-17,1,1,4.05
M01655,Merchant 01655,Oakland,Thai,SMB,2021-11-19,1,0,4.67
M01656,Merchant 01656,Palo Alto,Mediterranean,SMB,2021-12-25,1,0,4.85
M01657,Merchant 01657,San Francisco,Japanese,SMB,2021-01-18,1,1,4.33
M01658,Merchant 01658,Berkeley,Indian,SMB,2024-11-28,1,0,4.23
M01659,Merchant 01659,Berkeley,Mexican,SMB,2023-07-26,1,0,3.79
M01660,Merchant 01660,San Jose,Chinese,SMB,2023-08-24,1,0,3.87
